template_id	template_sub_id	template_file_id	form_field	auto_increase	input_field	kanri_flg	input_field_name	input_type	refer_input_type	refer_table_name	refer_table_field	option_string	sort	m_refer_table_name	m_refer_table_field	m_refer_table_id	m_refer_table_column	tooltip_text	besshi_number
D21	1	D21_2	D21063	0	D0578	-1	取次機関徴収費用<br>額8（現地通貨or米ドル）	10	0				53					取次送出機関が徴収した費用について、現地通貨又は、米ドルで記載してください。	
D21	1	D21_2	D21065	0	D0579	-1	取次機関徴収費用<br>その他③	1	0				54					取次送出機関が徴収した費用について、名目を記載してください。	
D21	1	D21_2	D21065L	0	D0580	-1	取次機関徴収費用<br>その他③(母国語表記)	1	0				55					取次送出機関が徴収した費用について、名目を記載してください(母国語)。	
D21	1	D21_2	D21066_0	0	D0581	-1	取次機関徴収費用<br>徴収年月日9（年）	1	0				56					取次送出機関が徴収した費用について、作成した日付(年)を記載してください。	
D21	1	D21_2	D21066_1	0	D0582	-1	取次機関徴収費用<br>徴収年月日9（月）	1	0				57					取次送出機関が徴収した費用について、作成した日付(月)を記載してください。	
D21	1	D21_2	D21066_2	0	D0583	-1	取次機関徴収費用<br>徴収年月日9（日）	1	0				58					取次送出機関が徴収した費用について、作成した日付(日)を記載してください。	
D21	1	D21_2	D21068	0	D0584	-1	取次機関徴収費用<br>額9（日本円）	10	0				59					取次送出機関が徴収した費用について、日本円に換算した金額を記載してください。	
D21	1	D21_2	D21067	0	D0585	-1	取次機関徴収費用<br>額9（現地通貨or米ドル）	10	0				60					取次送出機関が徴収した費用について、現地通貨又は、米ドルで記載してください。	
D21	1	D21_3	D21057	0	D0565	-1	取次機関徴収費用<br>その他①	1	0				40					取次送出機関が徴収した費用について、名目を記載してください。	
D21	1	D21_3	D21057L	0	D0566	-1	取次機関徴収費用<br>その他①(母国語表記)	1	0				41					取次送出機関が徴収した費用について、名目を記載してください(母国語)。	
D21	1	D21_3	D21058_0	0	D0567	-1	取次機関徴収費用<br>徴収年月日7（年）	1	0				42					取次送出機関が徴収した費用について、作成した日付(年)を記載してください。	
D21	1	D21_3	D21058_1	0	D0568	-1	取次機関徴収費用<br>徴収年月日7（月）	1	0				43					取次送出機関が徴収した費用について、作成した日付(月)を記載してください。	
D21	1	D21_3	D21058_2	0	D0569	-1	取次機関徴収費用<br>徴収年月日7（日）	1	0				44					取次送出機関が徴収した費用について、作成した日付(日)を記載してください。	
D21	1	D21_3	D21060	0	D0570	-1	取次機関徴収費用<br>額7（日本円）	10	0				45					取次送出機関が徴収した費用について、日本円に換算した金額を記載してください。	
D21	1	D21_3	D21059	0	D0571	-1	取次機関徴収費用<br>額7（現地通貨or米ドル）	10	0				46					取次送出機関が徴収した費用について、現地通貨又は、米ドルで記載してください。	
D21	1	D21_3	D21061	0	D0572	-1	取次機関徴収費用<br>その他②	1	0				47					取次送出機関が徴収した費用について、名目を記載してください。	
D21	1	D21_3	D21061L	0	D0573	-1	取次機関徴収費用<br>その他②(母国語表記)	1	0				48					取次送出機関が徴収した費用について、名目を記載してください(母国語)。	
D21	1	D21_3	D21062_0	0	D0574	-1	取次機関徴収費用<br>徴収年月日8（年）	1	0				49					取次送出機関が徴収した費用について、作成した日付(年)を記載してください。	
D21	1	D21_3	D21062_1	0	D0575	-1	取次機関徴収費用<br>徴収年月日8（月）	1	0				50					取次送出機関が徴収した費用について、作成した日付(月)を記載してください。	
D21	1	D21_3	D21062_2	0	D0576	-1	取次機関徴収費用<br>徴収年月日8（日）	1	0				51					取次送出機関が徴収した費用について、作成した日付(日)を記載してください。	
D21	1	D21_3	D21064	0	D0577	-1	取次機関徴収費用<br>額8（日本円）	10	0				52					取次送出機関が徴収した費用について、日本円に換算した金額を記載してください。	
D21	1	D21_3	D21063	0	D0578	-1	取次機関徴収費用<br>額8（現地通貨or米ドル）	10	0				53					取次送出機関が徴収した費用について、現地通貨又は、米ドルで記載してください。	
D21	1	D21_3	D21065	0	D0579	-1	取次機関徴収費用<br>その他③	1	0				54					取次送出機関が徴収した費用について、名目を記載してください。	
D21	1	D21_3	D21065L	0	D0580	-1	取次機関徴収費用<br>その他③(母国語表記)	1	0				55					取次送出機関が徴収した費用について、名目を記載してください(母国語)。	
D21	1	D21_3	D21066_0	0	D0581	-1	取次機関徴収費用<br>徴収年月日9（年）	1	0				56					取次送出機関が徴収した費用について、作成した日付(年)を記載してください。	
D21	1	D21_3	D21066_1	0	D0582	-1	取次機関徴収費用<br>徴収年月日9（月）	1	0				57					取次送出機関が徴収した費用について、作成した日付(月)を記載してください。	
D21	1	D21_3	D21066_2	0	D0583	-1	取次機関徴収費用<br>徴収年月日9（日）	1	0				58					取次送出機関が徴収した費用について、作成した日付(日)を記載してください。	
D21	1	D21_3	D21068	0	D0584	-1	取次機関徴収費用<br>額9（日本円）	10	0				59					取次送出機関が徴収した費用について、日本円に換算した金額を記載してください。	
D21	1	D21_3	D21067	0	D0585	-1	取次機関徴収費用<br>額9（現地通貨or米ドル）	10	0				60					取次送出機関が徴収した費用について、現地通貨又は、米ドルで記載してください。	
D21	2	D21_2	D21002_0	0	D0486	-1	取次機関徴収費用<br>徴収年月日1（年）	1	0				11					取次送出機関が徴収した費用について、作成した日付(年)を記載してください。	
D21	2	D21_2	D21002_1	0	D0487	-1	取次機関徴収費用<br>徴収年月日1（月）	1	0				12					取次送出機関が徴収した費用について、作成した日付(月)を記載してください。	
D21	2	D21_2	D21002_2	0	D0488	-1	取次機関徴収費用<br>徴収年月日1（日）	1	0				13					取次送出機関が徴収した費用について、作成した日付(日)を記載してください。	
D21	2	D21_2	D21004	0	D0489	-1	取次機関徴収費用<br>額1（日本円）	10	0				14					取次送出機関が徴収した費用について、日本円に換算した金額を記載してください。	
D21	2	D21_2	D21006_0	0	D0491	-1	取次機関徴収費用<br>徴収年月日2（年）	1	0				17					取次送出機関が徴収した費用について、作成した日付(年)を記載してください。	
D21	2	D21_2	D21006_1	0	D0492	-1	取次機関徴収費用<br>徴収年月日2（月）	1	0				18					取次送出機関が徴収した費用について、作成した日付(月)を記載してください。	
D21	2	D21_2	D21006_2	0	D0493	-1	取次機関徴収費用<br>徴収年月日2（日）	1	0				19					取次送出機関が徴収した費用について、作成した日付(日)を記載してください。	
D21	2	D21_2	D21008	0	D0494	-1	取次機関徴収費用<br>額2（日本円）	10	0				20					取次送出機関が徴収した費用について、日本円に換算した金額を記載してください。	
D21	2	D21_2	D21010_0	0	D0496	-1	取次機関徴収費用<br>徴収年月日3（年）	1	0				23					取次送出機関が徴収した費用について、作成した日付(年)を記載してください。	
D21	2	D21_2	D21010_1	0	D0497	-1	取次機関徴収費用<br>徴収年月日3（月）	1	0				24					取次送出機関が徴収した費用について、作成した日付(月)を記載してください。	
D21	2	D21_2	D21010_2	0	D0498	-1	取次機関徴収費用<br>徴収年月日3（日）	1	0				25					取次送出機関が徴収した費用について、作成した日付(日)を記載してください。	
D21	2	D21_2	D21012	0	D0499	-1	取次機関徴収費用<br>額3（日本円）	10	0				26					取次送出機関が徴収した費用について、日本円に換算した金額を記載してください。	
D21	2	D21_2	D21014_0	0	D0501	-1	取次機関徴収費用<br>徴収年月日4（年）	1	0				29					取次送出機関が徴収した費用について、作成した日付(年)を記載してください。	
D21	2	D21_2	D21014_1	0	D0502	-1	取次機関徴収費用<br>徴収年月日4（月）	1	0				30					取次送出機関が徴収した費用について、作成した日付(月)を記載してください。	
D21	2	D21_2	D21014_2	0	D0503	-1	取次機関徴収費用<br>徴収年月日4（日）	1	0				31					取次送出機関が徴収した費用について、作成した日付(日)を記載してください。	
D21	2	D21_2	D21016	0	D0504	-1	取次機関徴収費用<br>額4（日本円）	10	0				32					取次送出機関が徴収した費用について、日本円に換算した金額を記載してください。	
D21	2	D21_2	D21018_0	0	D0506	-1	取次機関徴収費用<br>徴収年月日5（年）	1	0				35					取次送出機関が徴収した費用について、作成した日付(年)を記載してください。	
D21	2	D21_2	D21018_1	0	D0507	-1	取次機関徴収費用<br>徴収年月日5（月）	1	0				36					取次送出機関が徴収した費用について、作成した日付(月)を記載してください。	
D21	2	D21_2	D21018_2	0	D0508	-1	取次機関徴収費用<br>徴収年月日5（日）	1	0				37					取次送出機関が徴収した費用について、作成した日付(日)を記載してください。	
D21	2	D21_2	D21020	0	D0509	-1	取次機関徴収費用<br>額5（日本円）	10	0				38					取次送出機関が徴収した費用について、日本円に換算した金額を記載してください。	
D21	2	D21_2	D21023	0	D0511	-1	準備機関徴収費用<br>機関名称1	1	0				61					外国の準備機関の名称を記載してください。	
D21	2	D21_2	D21024	0	D0512	-1	準備機関徴収費用<br>役割1	1	0				62					外国の準備機関の送出における役割を記載してください。	
D21	2	D21_2	D21026_0	0	D0514	-1	準備機関徴収費用<br>徴収年月日1（年）	1	0				64					外国の準備機関が徴収した費用について、作成した日付(年)を記載してください。	
D21	2	D21_2	D21026_1	0	D0515	-1	準備機関徴収費用<br>徴収年月日1（月）	1	0				65					外国の準備機関が徴収した費用について、作成した日付(月)を記載してください。	
D21	2	D21_2	D21026_2	0	D0516	-1	準備機関徴収費用<br>徴収年月日1（日）	1	0				66					外国の準備機関が徴収した費用について、作成した日付(日)を記載してください。	
D21	2	D21_2	D21028	0	D0517	-1	準備機関徴収費用<br>額1（日本円）	10	0				67					外国の準備機関が徴収した費用について、日本円に換算した金額を記載してください。	
D21	2	D21_2	D21029	0	D0518	-1	準備機関徴収費用<br>機関名称2	1	0				69					外国の準備機関の名称を記載してください。	
D21	2	D21_2	D21030	0	D0519	-1	準備機関徴収費用<br>役割2	1	0				70					外国の準備機関の送出における役割を記載してください。	
D21	2	D21_2	D21031	0	D0520	-1	準備機関徴収費用<br>名目2	1	0				71					外国の準備機関が徴収した費用について、名目を記載してください。	
D21	2	D21_2	D21032_0	0	D0521	-1	準備機関徴収費用<br>徴収年月日2（年）	1	0				72					外国の準備機関が徴収した費用について、作成した日付(年)を記載してください。	
D21	2	D21_2	D21032_1	0	D0522	-1	準備機関徴収費用<br>徴収年月日2（月）	1	0				73					外国の準備機関が徴収した費用について、作成した日付(月)を記載してください。	
D21	2	D21_2	D21032_2	0	D0523	-1	準備機関徴収費用<br>徴収年月日2（日）	1	0				74					外国の準備機関が徴収した費用について、作成した日付(日)を記載してください。	
D21	2	D21_2	D21034	0	D0524	-1	準備機関徴収費用<br>額2（日本円）	10	0				75					外国の準備機関が徴収した費用について、日本円に換算した金額を記載してください。	
D21	2	D21_2	D21035	0	D0525	-1	準備機関徴収費用<br>機関名称3	1	0				77					外国の準備機関の名称を記載してください。	
D21	2	D21_2	D21036	0	D0526	-1	準備機関徴収費用<br>役割3	1	0				78					外国の準備機関の送出における役割を記載してください。	
D21	2	D21_2	D21037	0	D0527	-1	準備機関徴収費用<br>名目3	1	0				79					外国の準備機関が徴収した費用について、名目を記載してください。	
D21	2	D21_2	D21038_0	0	D0528	-1	準備機関徴収費用<br>徴収年月日3（年）	1	0				80					外国の準備機関が徴収した費用について、作成した日付(年)を記載してください。	
D21	2	D21_2	D21038_1	0	D0529	-1	準備機関徴収費用<br>徴収年月日3（月）	1	0				81					外国の準備機関が徴収した費用について、作成した日付(月)を記載してください。	
D21	2	D21_2	D21038_2	0	D0530	-1	準備機関徴収費用<br>徴収年月日3（日）	1	0				82					外国の準備機関が徴収した費用について、作成した日付(日)を記載してください。	
D21	2	D21_2	D21040	0	D0531	-1	準備機関徴収費用<br>額3（日本円）	10	0				83					外国の準備機関が徴収した費用について、日本円に換算した金額を記載してください。	
D21	2	D21_2	D21041	0	D0532	-1	準備機関徴収費用<br>機関名称4	1	0				85					外国の準備機関の名称を記載してください。	
D21	2	D21_2	D21042	0	D0533	-1	準備機関徴収費用<br>役割4	1	0				86					外国の準備機関の送出における役割を記載してください。	
D21	2	D21_2	D21043	0	D0534	-1	準備機関徴収費用<br>名目4	1	0				87					外国の準備機関が徴収した費用について、名目を記載してください。	
D21	2	D21_2	D21044_0	0	D0535	-1	準備機関徴収費用<br>徴収年月日4（年）	1	0				88					外国の準備機関が徴収した費用について、作成した日付(年)を記載してください。	
D21	2	D21_2	D21044_1	0	D0536	-1	準備機関徴収費用<br>徴収年月日4（月）	1	0				89					外国の準備機関が徴収した費用について、作成した日付(月)を記載してください。	
D21	2	D21_2	D21044_2	0	D0537	-1	準備機関徴収費用<br>徴収年月日4（日）	1	0				90					外国の準備機関が徴収した費用について、作成した日付(日)を記載してください。	
D21	2	D21_2	D21046	0	D0538	-1	準備機関徴収費用<br>額4（日本円）	10	0				91					外国の準備機関が徴収した費用について、日本円に換算した金額を記載してください。	
D21	2	D21_2	D21047	0	D0539	-1	準備機関徴収費用<br>機関名称5	1	0				93					外国の準備機関の名称を記載してください。	
D21	2	D21_2	D21048	0	D0540	-1	準備機関徴収費用<br>役割5	1	0				94					外国の準備機関の送出における役割を記載してください。	
D21	2	D21_2	D21049	0	D0541	-1	準備機関徴収費用<br>名目5	1	0				95					外国の準備機関が徴収した費用について、名目を記載してください。	
D21	2	D21_2	D21050_0	0	D0542	-1	準備機関徴収費用<br>徴収年月日5（年）	1	0				96					外国の準備機関が徴収した費用について、年を記載してください。	
D21	2	D21_2	D21050_1	0	D0543	-1	準備機関徴収費用<br>徴収年月日5（月）	1	0				97					外国の準備機関が徴収した費用について、月を記載してください。	
D21	2	D21_2	D21050_2	0	D0544	-1	準備機関徴収費用<br>徴収年月日5（日）	1	0				98					外国の準備機関が徴収した費用について、日を記載してください。	
D21	2	D21_2	D21054	0	D0546	-1	準備機関徴収費用<br>額5（日本円）	10	0				99					外国の準備機関が徴収した費用について、日本円に換算した金額を記載してください。	
D21	2	D21_2	D21003	0	D0547	-1	取次機関徴収費用<br>額1（現地通貨or米ドル）	10	0				15					取次送出機関が徴収した費用について、現地通貨又は、米ドルで記載してください。	
D21	2	D21_2	D21007	0	D0548	-1	取次機関徴収費用<br>額2（現地通貨or米ドル）	10	0				21					取次送出機関が徴収した費用について、現地通貨又は、米ドルで記載してください。	
D21	2	D21_2	D21011	0	D0549	-1	取次機関徴収費用<br>額3（現地通貨or米ドル）	10	0				27					取次送出機関が徴収した費用について、現地通貨又は、米ドルで記載してください。	
D21	2	D21_2	D21015	0	D0550	-1	取次機関徴収費用<br>額4（現地通貨or米ドル）	10	0				33					取次送出機関が徴収した費用について、現地通貨又は、米ドルで記載してください。	
D21	2	D21_2	D21019	0	D0551	-1	取次機関徴収費用<br>額5（現地通貨or米ドル）	10	0				39					取次送出機関が徴収した費用について、現地通貨又は、米ドルで記載してください。	
D21	2	D21_2	D21027	0	D0553	-1	準備機関徴収費用<br>額1（現地通貨or米ドル）	10	0				68					外国の準備機関が徴収した費用について、現地通貨又は、米ドルで記載してください。	
D21	2	D21_2	D21033	0	D0554	-1	準備機関徴収費用<br>額2（現地通貨or米ドル）	10	0				76					外国の準備機関が徴収した費用について、現地通貨又は、米ドルで記載してください。	
D21	2	D21_2	D21039	0	D0555	-1	準備機関徴収費用<br>額3（現地通貨or米ドル）	10	0				84					外国の準備機関が徴収した費用について、現地通貨又は、米ドルで記載してください。	
D21	2	D21_2	D21045	0	D0556	-1	準備機関徴収費用<br>額4（現地通貨or米ドル）	10	0				92					外国の準備機関が徴収した費用について、現地通貨又は、米ドルで記載してください。	
D21	2	D21_2	D21053	0	D0558	-1	準備機関徴収費用<br>額5（現地通貨or米ドル）	10	0				100					外国の準備機関が徴収した費用について、現地通貨又は、米ドルで記載してください。	
D21	2	D21_2	TextYY	0	D0559	-1	作成日付（年）	1	0				101					作成した日付(年)を記載してください。	
D21	2	D21_2	TextMM	0	D0560	-1	作成日付（月）	1	0				102					作成した日付(月)を記載してください。	
D21	2	D21_2	TextDD	0	D0561	-1	作成日付（日）	1	0				103					作成した日付(日)を記載してください。	
D21	2	D21_2	TextYY2	0	D0562	-1	作成日付（年）(実習生欄)	1	0				104					作成した日付(年)を記載してください。	
D21	2	D21_2	TextMM2	0	D0563	-1	作成日付（月）(実習生欄)	1	0				105					作成した日付(月)を記載してください。	
D21	2	D21_2	TextDD2	0	D0564	-1	作成日付（日）(実習生欄)	1	0				106					作成した日付(日)を記載してください。	
D21	2	D21_2	period_no	0	period_no	-1	送出機関番号	1	0	sendout_organ	period_no		112						
D21	2	D21_2	reference_no	0	reference_no	-1	整理番号	1	0	sendout_organ	reference_no		113						
D21	2	D21_2	tuuka	0	tuuka	-1	売上額の通貨単位	1	0	sendout_organ	Z181_tuuka		9						
D21	2	D21_2	Z005	0	Z005	-1	実施者名	1	0	company	Z005		5						
D21	2	D21_2	Z005L	0	Z005L	-1	実施者名<br>(母国語表記)	1	0	company_language	name		6						
D21	2	D21_2	Z106	0	Z106	-1	監理団体名	1	0	kanri_dantai	Z106		7						
D21	2	D21_2	Z106L	0	Z106L	-1	監理団体名<br>(母国語表記)	1	0	kanri_dantai_language	name		8						
D21	2	D21_2	Z171A	0	Z171A	-1	送出し機関名	1	0	sendout_organ	Z171		3						
D21	2	D21_2	Z171AL	0	Z171AL	-1	送出し機関名<br>(母国語表記)	1	0	sendout_organ_language	name		4						
D21	2	D21_2	Z171B	0	Z171B	-1	送出し機関名	1	0	sendout_organ	Z171		111						
D21	2	D21_2	Z171BL	0	Z171BL	-1	送出し機関名<br>(母国語表記)	1	0	sendout_organ_language	name		114						
D21	2	D21_2	Z173	0	Z173	-1	代表者名	1	0	sendout_organ	Z173		107						
D21	2	D21_2	Z173L	0	Z173L	-1	代表者名(母国語表記)	1	0	sendout_organ_language	daihyo_name		108						
D21	2	D21_2	Z174	0	Z174	-1	代表者役職	1	0	sendout_organ	Z174		109						
D21	2	D21_2	Z174L	0	Z174L	-1	代表者役職(母国語表記)	1	0	sendout_organ_language	Z174L		110						
D21	2	D21_2	Z227	0	Z227	-1	技能実習生名<br>（漢字）	1	0	intern	Z227		2						
D21	2	D21_2	Z228	0	Z228	-1	技能実習生名<br>（ローマ字）	1	0	intern	Z228		1						
D21	3	D21_3	D21002_0	0	D0486	-1	取次機関徴収費用<br>徴収年月日1（年）	1	0				11					取次送出機関が徴収した費用について、作成した日付(年)を記載してください。	
D21	3	D21_3	D21002_1	0	D0487	-1	取次機関徴収費用<br>徴収年月日1（月）	1	0				12					取次送出機関が徴収した費用について、作成した日付(月)を記載してください。	
D21	3	D21_3	D21002_2	0	D0488	-1	取次機関徴収費用<br>徴収年月日1（日）	1	0				13					取次送出機関が徴収した費用について、作成した日付(日)を記載してください。	
D21	3	D21_3	D21004	0	D0489	-1	取次機関徴収費用<br>額1（日本円）	10	0				14					取次送出機関が徴収した費用について、日本円に換算した金額を記載してください。	
D21	3	D21_3	D21006_0	0	D0491	-1	取次機関徴収費用<br>徴収年月日2（年）	1	0				17					取次送出機関が徴収した費用について、作成した日付(年)を記載してください。	
D21	3	D21_3	D21006_1	0	D0492	-1	取次機関徴収費用<br>徴収年月日2（月）	1	0				18					取次送出機関が徴収した費用について、作成した日付(月)を記載してください。	
D21	3	D21_3	D21006_2	0	D0493	-1	取次機関徴収費用<br>徴収年月日2（日）	1	0				19					取次送出機関が徴収した費用について、作成した日付(日)を記載してください。	
D21	3	D21_3	D21008	0	D0494	-1	取次機関徴収費用<br>額2（日本円）	10	0				20					取次送出機関が徴収した費用について、日本円に換算した金額を記載してください。	
D21	3	D21_3	D21010_0	0	D0496	-1	取次機関徴収費用<br>徴収年月日3（年）	1	0				23					取次送出機関が徴収した費用について、作成した日付(年)を記載してください。	
D21	3	D21_3	D21010_1	0	D0497	-1	取次機関徴収費用<br>徴収年月日3（月）	1	0				24					取次送出機関が徴収した費用について、作成した日付(月)を記載してください。	
D21	3	D21_3	D21010_2	0	D0498	-1	取次機関徴収費用<br>徴収年月日3（日）	1	0				25					取次送出機関が徴収した費用について、作成した日付(日)を記載してください。	
D21	3	D21_3	D21012	0	D0499	-1	取次機関徴収費用<br>額3（日本円）	10	0				26					取次送出機関が徴収した費用について、日本円に換算した金額を記載してください。	
D21	3	D21_3	D21014_0	0	D0501	-1	取次機関徴収費用<br>徴収年月日4（年）	1	0				29					取次送出機関が徴収した費用について、作成した日付(年)を記載してください。	
D21	3	D21_3	D21014_1	0	D0502	-1	取次機関徴収費用<br>徴収年月日4（月）	1	0				30					取次送出機関が徴収した費用について、作成した日付(月)を記載してください。	
D21	3	D21_3	D21014_2	0	D0503	-1	取次機関徴収費用<br>徴収年月日4（日）	1	0				31					取次送出機関が徴収した費用について、作成した日付(日)を記載してください。	
D21	3	D21_3	D21016	0	D0504	-1	取次機関徴収費用<br>額4（日本円）	10	0				32					取次送出機関が徴収した費用について、日本円に換算した金額を記載してください。	
D21	3	D21_3	D21018_0	0	D0506	-1	取次機関徴収費用<br>徴収年月日5（年）	1	0				35					取次送出機関が徴収した費用について、作成した日付(年)を記載してください。	
D21	3	D21_3	D21018_1	0	D0507	-1	取次機関徴収費用<br>徴収年月日5（月）	1	0				36					取次送出機関が徴収した費用について、作成した日付(月)を記載してください。	
D21	3	D21_3	D21018_2	0	D0508	-1	取次機関徴収費用<br>徴収年月日5（日）	1	0				37					取次送出機関が徴収した費用について、作成した日付(日)を記載してください。	
D21	3	D21_3	D21020	0	D0509	-1	取次機関徴収費用<br>額5（日本円）	10	0				38					取次送出機関が徴収した費用について、日本円に換算した金額を記載してください。	
D21	3	D21_3	D21023	0	D0511	-1	準備機関徴収費用<br>機関名称1	1	0				61					外国の準備機関の名称を記載してください。	
D21	3	D21_3	D21024	0	D0512	-1	準備機関徴収費用<br>役割1	1	0				62					外国の準備機関の送出における役割を記載してください。	
D21	3	D21_3	D21026_0	0	D0514	-1	準備機関徴収費用<br>徴収年月日1（年）	1	0				64					外国の準備機関が徴収した費用について、作成した日付(年)を記載してください。	
D21	3	D21_3	D21026_1	0	D0515	-1	準備機関徴収費用<br>徴収年月日1（月）	1	0				65					外国の準備機関が徴収した費用について、作成した日付(月)を記載してください。	
D21	3	D21_3	D21026_2	0	D0516	-1	準備機関徴収費用<br>徴収年月日1（日）	1	0				66					外国の準備機関が徴収した費用について、作成した日付(日)を記載してください。	
D21	3	D21_3	D21028	0	D0517	-1	準備機関徴収費用<br>額1（日本円）	10	0				67					外国の準備機関が徴収した費用について、日本円に換算した金額を記載してください。	
D21	3	D21_3	D21029	0	D0518	-1	準備機関徴収費用<br>機関名称2	1	0				69					外国の準備機関の名称を記載してください。	
D21	3	D21_3	D21030	0	D0519	-1	準備機関徴収費用<br>役割2	1	0				70					外国の準備機関の送出における役割を記載してください。	
D21	3	D21_3	D21031	0	D0520	-1	準備機関徴収費用<br>名目2	1	0				71					外国の準備機関が徴収した費用について、名目を記載してください。	
D21	3	D21_3	D21032_0	0	D0521	-1	準備機関徴収費用<br>徴収年月日2（年）	1	0				72					外国の準備機関が徴収した費用について、作成した日付(年)を記載してください。	
D21	3	D21_3	D21032_1	0	D0522	-1	準備機関徴収費用<br>徴収年月日2（月）	1	0				73					外国の準備機関が徴収した費用について、作成した日付(月)を記載してください。	
D21	3	D21_3	D21032_2	0	D0523	-1	準備機関徴収費用<br>徴収年月日2（日）	1	0				74					外国の準備機関が徴収した費用について、作成した日付(日)を記載してください。	
D21	3	D21_3	D21034	0	D0524	-1	準備機関徴収費用<br>額2（日本円）	10	0				75					外国の準備機関が徴収した費用について、日本円に換算した金額を記載してください。	
D21	3	D21_3	D21035	0	D0525	-1	準備機関徴収費用<br>機関名称3	1	0				77					外国の準備機関の名称を記載してください。	
D21	3	D21_3	D21036	0	D0526	-1	準備機関徴収費用<br>役割3	1	0				78					外国の準備機関の送出における役割を記載してください。	
D21	3	D21_3	D21037	0	D0527	-1	準備機関徴収費用<br>名目3	1	0				79					外国の準備機関が徴収した費用について、名目を記載してください。	
D21	3	D21_3	D21038_0	0	D0528	-1	準備機関徴収費用<br>徴収年月日3（年）	1	0				80					外国の準備機関が徴収した費用について、作成した日付(年)を記載してください。	
D21	3	D21_3	D21038_1	0	D0529	-1	準備機関徴収費用<br>徴収年月日3（月）	1	0				81					外国の準備機関が徴収した費用について、作成した日付(月)を記載してください。	
D21	3	D21_3	D21038_2	0	D0530	-1	準備機関徴収費用<br>徴収年月日3（日）	1	0				82					外国の準備機関が徴収した費用について、作成した日付(日)を記載してください。	
D21	3	D21_3	D21040	0	D0531	-1	準備機関徴収費用<br>額3（日本円）	10	0				83					外国の準備機関が徴収した費用について、日本円に換算した金額を記載してください。	
D21	3	D21_3	D21041	0	D0532	-1	準備機関徴収費用<br>機関名称4	1	0				85					外国の準備機関の名称を記載してください。	
D21	3	D21_3	D21042	0	D0533	-1	準備機関徴収費用<br>役割4	1	0				86					外国の準備機関の送出における役割を記載してください。	
D21	3	D21_3	D21043	0	D0534	-1	準備機関徴収費用<br>名目4	1	0				87					外国の準備機関が徴収した費用について、名目を記載してください。	
D21	3	D21_3	D21044_0	0	D0535	-1	準備機関徴収費用<br>徴収年月日4（年）	1	0				88					外国の準備機関が徴収した費用について、作成した日付(年)を記載してください。	
D21	3	D21_3	D21044_1	0	D0536	-1	準備機関徴収費用<br>徴収年月日4（月）	1	0				89					外国の準備機関が徴収した費用について、作成した日付(月)を記載してください。	
D21	3	D21_3	D21044_2	0	D0537	-1	準備機関徴収費用<br>徴収年月日4（日）	1	0				90					外国の準備機関が徴収した費用について、作成した日付(日)を記載してください。	
D21	3	D21_3	D21046	0	D0538	-1	準備機関徴収費用<br>額4（日本円）	10	0				91					外国の準備機関が徴収した費用について、日本円に換算した金額を記載してください。	
D21	3	D21_3	D21047	0	D0539	-1	準備機関徴収費用<br>機関名称5	1	0				93					外国の準備機関の名称を記載してください。	
D21	3	D21_3	D21048	0	D0540	-1	準備機関徴収費用<br>役割5	1	0				94					外国の準備機関の送出における役割を記載してください。	
D21	3	D21_3	D21049	0	D0541	-1	準備機関徴収費用<br>名目5	1	0				95					外国の準備機関が徴収した費用について、名目を記載してください。	
D21	3	D21_3	D21050_0	0	D0542	-1	準備機関徴収費用<br>徴収年月日5（年）	1	0				96					外国の準備機関が徴収した費用について、年を記載してください。	
D21	3	D21_3	D21050_1	0	D0543	-1	準備機関徴収費用<br>徴収年月日5（月）	1	0				97					外国の準備機関が徴収した費用について、月を記載してください。	
D21	3	D21_3	D21050_2	0	D0544	-1	準備機関徴収費用<br>徴収年月日5（日）	1	0				98					外国の準備機関が徴収した費用について、日を記載してください。	
D21	3	D21_3	D21054	0	D0546	-1	準備機関徴収費用<br>額5（日本円）	10	0				99					外国の準備機関が徴収した費用について、日本円に換算した金額を記載してください。	
D21	3	D21_3	D21003	0	D0547	-1	取次機関徴収費用<br>額1（現地通貨or米ドル）	10	0				15					取次送出機関が徴収した費用について、現地通貨又は、米ドルで記載してください。	
D21	3	D21_3	D21007	0	D0548	-1	取次機関徴収費用<br>額2（現地通貨or米ドル）	10	0				21					取次送出機関が徴収した費用について、現地通貨又は、米ドルで記載してください。	
D21	3	D21_3	D21011	0	D0549	-1	取次機関徴収費用<br>額3（現地通貨or米ドル）	10	0				27					取次送出機関が徴収した費用について、現地通貨又は、米ドルで記載してください。	
D21	3	D21_3	D21015	0	D0550	-1	取次機関徴収費用<br>額4（現地通貨or米ドル）	10	0				33					取次送出機関が徴収した費用について、現地通貨又は、米ドルで記載してください。	
D21	3	D21_3	D21019	0	D0551	-1	取次機関徴収費用<br>額5（現地通貨or米ドル）	10	0				39					取次送出機関が徴収した費用について、現地通貨又は、米ドルで記載してください。	
D21	3	D21_3	D21027	0	D0553	-1	準備機関徴収費用<br>額1（現地通貨or米ドル）	10	0				68					外国の準備機関が徴収した費用について、現地通貨又は、米ドルで記載してください。	
D21	3	D21_3	D21033	0	D0554	-1	準備機関徴収費用<br>額2（現地通貨or米ドル）	10	0				76					外国の準備機関が徴収した費用について、現地通貨又は、米ドルで記載してください。	
