base_template_file_id	sub_doc_name	template_file_id	select_sql	key_id	max_count	sort	besshi_number
F5_1	業種一覧-別紙	F5_1g			0	3	3
F5_2	業種一覧-別紙	F5_2g			0	3	3
F5_3	業種一覧-別紙	F5_3g			0	3	3
A1-2_1	生活指導員-別紙	A1-2_1d	SELECT CP.name_phonetic, CP.`name`,CP.class FROM company_person CP INNER JOIN company_person_office_select CP_OS ON CP.company_person_id = CP_OS.company_person_id INNER JOIN intern_company_office_select I_OS ON CP_OS.company_office_id = I_OS.company_office_id INNER JOIN intern I ON I_OS.intern_id = I.intern_id AND I.company_id = I_OS.company_id WHERE CP.P_del_flg = 0 AND I_OS.intern_id =  @intern_id AND CP.class5 = 1 GROUP BY CP.company_person_id 	intern_id	1	5	5
A1-2_2	生活指導員-別紙	A1-2_2d	SELECT CP.name_phonetic, CP.`name`,CP.class FROM company_person CP INNER JOIN company_person_office_select CP_OS ON CP.company_person_id = CP_OS.company_person_id INNER JOIN intern_company_office_select I_OS ON CP_OS.company_office_id = I_OS.company_office_id INNER JOIN intern I ON I_OS.intern_id = I.intern_id AND I.company_id = I_OS.company_id WHERE CP.P_del_flg = 0 AND I_OS.intern_id =  @intern_id AND CP.class5 = 1 GROUP BY CP.company_person_id 	intern_id	1	5	5
A1-2_3	生活指導員-別紙	A1-2_3d	SELECT CP.name_phonetic, CP.`name`,CP.class FROM company_person CP INNER JOIN company_person_office_select CP_OS ON CP.company_person_id = CP_OS.company_person_id INNER JOIN intern_company_office_select I_OS ON CP_OS.company_office_id = I_OS.company_office_id INNER JOIN intern I ON I_OS.intern_id = I.intern_id AND I.company_id = I_OS.company_id WHERE CP.P_del_flg = 0 AND I_OS.intern_id =  @intern_id AND CP.class5 = 1 GROUP BY CP.company_person_id 	intern_id	1	5	5
A1-2_1	生活指導員-別紙（事業所複数未選択）	A1-2_1d	SELECT CP.name_phonetic, CP.`name`, CP.class FROM company_person CP INNER JOIN company_person_office_select CP_OS ON CP.company_person_id = CP_OS.company_person_id INNER JOIN intern I ON CP_OS.company_office_id = I.company_office_id AND CP.company_id = I.company_id WHERE CP.P_del_flg = 0 AND I.intern_id = @intern_id AND CP.class5 = 1 GROUP BY CP.company_person_id	intern_id	1	5	5
A1-2_2	生活指導員-別紙（事業所複数未選択）	A1-2_2d	SELECT CP.name_phonetic, CP.`name`, CP.class FROM company_person CP INNER JOIN company_person_office_select CP_OS ON CP.company_person_id = CP_OS.company_person_id INNER JOIN intern I ON CP_OS.company_office_id = I.company_office_id AND CP.company_id = I.company_id WHERE CP.P_del_flg = 0 AND I.intern_id = @intern_id AND CP.class5 = 1 GROUP BY CP.company_person_id	intern_id	1	5	5
A1-2_3	生活指導員-別紙（事業所複数未選択）	A1-2_3d	SELECT CP.name_phonetic, CP.`name`, CP.class FROM company_person CP INNER JOIN company_person_office_select CP_OS ON CP.company_person_id = CP_OS.company_person_id INNER JOIN intern I ON CP_OS.company_office_id = I.company_office_id AND CP.company_id = I.company_id WHERE CP.P_del_flg = 0 AND I.intern_id = @intern_id AND CP.class5 = 1 GROUP BY CP.company_person_id	intern_id	1	5	5
A1-2_1	申請者欄（役員の氏名、役職及び住所）-別紙	A1-2_1	SELECT cp.`name`, cp.name_phonetic, cp.class, cp.address, cp.post FROM company_person cp LEFT JOIN intern i ON cp.company_id = i.company_id WHERE cp.class2 = 1 AND cp.P_del_flg = 0 AND i.intern_id = @intern_id ORDER BY cp.sort ASC, cp.company_person_id ASC	intern_id	6	1	1
A1-2_2	申請者欄（役員の氏名、役職及び住所）-別紙	A1-2_2	SELECT cp.`name`, cp.name_phonetic, cp.class, cp.address, cp.post FROM company_person cp LEFT JOIN intern i ON cp.company_id = i.company_id WHERE cp.class2 = 1 AND cp.P_del_flg = 0 AND i.intern_id = @intern_id ORDER BY cp.sort ASC, cp.company_person_id ASC	intern_id	6	1	1
A1-2_3	申請者欄（役員の氏名、役職及び住所）-別紙	A1-2_3	SELECT cp.`name`, cp.name_phonetic, cp.class, cp.address, cp.post FROM company_person cp LEFT JOIN intern i ON cp.company_id = i.company_id WHERE cp.class2 = 1 AND cp.P_del_flg = 0 AND i.intern_id = @intern_id ORDER BY cp.sort ASC, cp.company_person_id ASC	intern_id	6	1	1
A11_1	監理責任者-別紙	A11_1C		kanri_dantai_id	1	3	3
F1_1	職種一覧-別紙	F1_1g			0	3	3
F1_2	職種一覧-別紙	F1_2g			0	3	3
F1_3	職種一覧-別紙	F1_3g			0	3	3
F2_1	職種一覧-別紙	F2_1g			0	3	3
F2_2	職種一覧-別紙	F2_2g			0	3	3
F2_3	職種一覧-別紙	F2_3g			0	3	3
F3_1	職種一覧-別紙	F3_1g			0	3	3
F3_2	職種一覧-別紙	F3_2g			0	3	3
F3_3	職種一覧-別紙	F3_3g			0	3	3
F4_1	職種一覧-別紙	F4_1h			0	4	4
F4_2	職種一覧-別紙	F4_2h			0	3	4
F4_3	職種一覧-別紙	F4_3h			0	4	4
F5_1	職種一覧-別紙	F5_1h			0	4	4
F5_2	職種一覧-別紙	F5_2h			0	3	4
F5_3	職種一覧-別紙	F5_3h			0	4	4
A3_1	軽微変更届出書-別途詳細（別紙）	A3_a	SELECT * FROM intern I INNER JOIN ( SELECT * FROM intern WHERE intern_id = @intern_id ) I2 ON I.intern_group_id = I2.intern_group_id WHERE I.del_flg = 0 AND I.enrolled_flg < 2 AND ( CASE WHEN I2.status_id BETWEEN 10 AND 16 THEN ((I.status_id BETWEEN 10 AND 16)) WHEN I2.status_id BETWEEN 17 AND 25 OR I2.status_id = 27 THEN ((I.status_id BETWEEN 17 AND 25) OR I.status_id = 27 ) WHEN I2.status_id BETWEEN 30 AND 39 OR I2.status_id = 26 THEN ((I.status_id BETWEEN 30 AND 39) OR I.status_id = 26 ) END ) ORDER BY I.entry_date, I.Z228	intern_id	1	1	1
A11_1	送出機関-別紙	A11_1B		kanri_dantai_id	1	1	1
A16_1	送出機関-別紙	A16_1B		kanri_dantai_id	1	1	1
